,Entry Number,File Name,SMILES,Ered,HOMO,Gsol,Absorption Wavelength
597,597,BTZ-Neutral-wb97xd-1597,CC(=O)N(c1c(C#N)c(C(F)(F)F)c(C(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.92147019,-9.8747811,-0.4633863,300.61
201,201,BTZ-Neutral-wb97xd-1201,CCOCN(C(C)=O)c1c(SC)c(SC)c(C(F)(F)F)c2nsnc12,2.3258705,-8.2487115,-0.69200472,372.76
169,169,BTZ-Neutral-wb97xd-1169,CCOCN(C(C)=O)c1c(SC)c(C#N)c(C#N)c2nsnc12,2.797964,-8.8402569,-0.83191854,365.58
47,47,BTZ-Neutral-wb97xd-1047,CCOCN(C(C)=O)c1c(OC)c(N(C)C)c(C(F)(F)F)c2nsnc12,1.94517539,-8.2321134,-0.79518504,363.17
729,729,BTZ-Neutral-wb97xd-1729,COc1c(SC)c(C(F)(F)F)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.32540793,-8.546661,-0.59521875,344.44
628,628,BTZ-Neutral-wb97xd-1628,COc1c(C#N)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc2c1S(=O)(=O)N(C)C,2.74308143,-9.1314039,-0.8527614,319.43
1149,1149,BTZ-Neutral-wb97xd-741,CCOCN(C(C)=O)c1c(C)c(OC)c(OC)c2nsnc12,1.76376632,-8.2631328,-0.74849268,342.53
1216,1216,BTZ-Neutral-wb97xd-808,CCOCN(C(C)=O)c1c(C(F)(F)F)c(C(F)(F)F)c(OC(F)(F)F)c2nsnc12,2.45174396,-9.308541,-0.64593819,302.21
840,840,BTZ-Neutral-wb97xd-1840,CC(=O)N(c1c(OC(F)(F)F)c(N(C)C)c(C#N)c2nsnc12)C(F)(F)C(F)(F)F,2.32083665,-8.043276,-0.58340961,402.55
852,852,BTZ-Neutral-wb97xd-1852,COc1c(C)c(SC)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.04269603,-8.1570138,-0.61320456,368.39
876,876,BTZ-Neutral-wb97xd-1876,CSc1c(C#N)c(SC)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.3936234,-8.4530586,-0.60610275,383.06
120,120,BTZ-Neutral-wb97xd-1120,CCOCN(C(C)=O)c1c(OC(F)(F)F)c(SC)c(N(C)C)c2nsnc12,1.95733826,-7.4710497,-0.76092765,432.35
1009,1009,BTZ-Neutral-wb97xd-2009,CC(=O)N(c1c(SC(F)(F)F)c(SC(F)(F)F)c(SC(F)(F)F)c2nsnc12)C(F)(F)C(F)(F)F,2.80797728,-9.3724845,-0.44697867,337.4
777,777,BTZ-Neutral-wb97xd-1777,CSc1c(C(F)(F)F)c(OC(F)(F)F)c(N(C(C)=O)C(F)(F)C(F)(F)F)c2nsnc12,2.51585072,-8.7523686,-0.54893454,377.58
80,80,BTZ-Neutral-wb97xd-1080,CCOCN(C(C)=O)c1c(OC(F)(F)F)c(C#N)c(C(F)(F)F)c2nsnc12,2.7166061,-9.2445975,-0.68969187,333.81
94,94,BTZ-Neutral-wb97xd-1094,CCOCN(C(C)=O)c1c(OC(F)(F)F)c(OC)c(OC(F)(F)F)c2nsnc12,2.21196944,-9.0124962,-0.65986971,312.8
372,372,BTZ-Neutral-wb97xd-1372,CCOCN(C(C)=O)c1c(N(C)C)c(OC(F)(F)F)c(Br)c2nsnc12,2.06971556,-7.7173002,-0.74860152,406.41
925,925,BTZ-Neutral-wb97xd-1925,CSc1c(SC(F)(F)F)c(S(=O)(=O)N(C)C)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.56066559,-8.5608102,-0.82914312,363.87
1044,1044,BTZ-Neutral-wb97xd-2044,CC(=O)N(c1c(N(C)C)c(C(F)(F)F)c(N(C)C)c2nsnc12)C(F)(F)C(F)(F)F,1.96473938,-7.4166297,-0.63842823,425.91
1043,1043,BTZ-Neutral-wb97xd-2043,CC(=O)N(c1c(N(C)C)c(C(F)(F)F)c(Br)c2nsnc12)C(F)(F)C(F)(F)F,2.30924519,-7.9926654,-0.60808908,418.09
1387,1387,BTZ-Neutral-wb97xd-980,CCOCN(C(C)=O)c1c(OC)c(C(F)(F)F)c(C)c2nsnc12,1.90591136,-8.4631263,-0.68863068,333.75
1271,1271,BTZ-Neutral-wb97xd-863,CCOCN(C(C)=O)c1c(C(F)(F)F)c(SC(F)(F)F)c(OC(F)(F)F)c2nsnc12,2.52202739,-9.2217411,-0.61042914,311.09
900,900,BTZ-Neutral-wb97xd-1900,CSc1c(OC(F)(F)F)c(Br)c2nsnc2c1N(C(C)=O)C(F)(F)C(F)(F)F,2.31985709,-8.6851599,-0.39478989,337.92
